text,label
Dont think its correct. Mia kitchen who has less subscribers n less views than veena herself said she get around 2to 3lakh monthly..,6
Kalathappam undakki start cheythatha njn,6
Veenayude vlog kathirikkayanu . Super kappalandi avi kazhicho study leave ano.  Love u.all..veena..and..familiy..,6
ella geniusmarkkum oru 1/2piri koravundennu kettittundu innuathu neril kandu,6
Nalla easy recipe.Super,2
"I love it when I get asked how I made a dish and it's always thanks to you and some of my mom's recipes. In a room full of amazing family cooks,  I follow your techniques and end up having the the best tasting and presentable dishes.",4
Mam..enikku ettavum prashnam school tiffin anu...anganathe easy tiffin items for kids pratheekshikkunnu,7
Super chechi ,4
May God's grace be with u always dear Avi...happy bday..,6
"Mam, super.... pizza undakunnath kanikkumo?",3
Loved it!! Waiting for day 5 and 6 ..,2
Super house wishing happy life ,6
Definitely will try chechi,6
Thanks for uploading videos daily,1
Happy to see your life.. Stay blessed ,6
കുറ്റം പറയുന്നവർ പറയട്ടെ. അവർക്ക് അത് ശീലമായി. വീണേച്ചി അത് കാരണമായി എടുക്കണ്ട .പഴയ പോലെ  വീഡിയോ ഇടുന്നതാണ് ഞങ്ങള്ക്ക് ഇഷ്ടം.ഇതും സൂപ്പർ ആയിരുന്നു. നന്ദി. ഒരുപാട് സ്നേഹത്തോടെ .,6
ചമ്മന്തി സൂപ്പർ,2
Can u do some baby food recipes ( below 1 year),7
"ഒരു വീടിന് കതക് അല്ലെങ്കിൽ ജനൽ പണിയാൻ ഒന്നോ രണ്ടോ മരം മതിയാകും. കിട്ടാൻ വലിയ ബുദ്ധിമുട്ടും ഇല്ല (നിലവിൽ.. പക്ഷെ അനതിവിദൂരഭാവിയിൽ അവസ്ഥ ഇതായിരിക്കില്ല). ഇന്ന് 2 മിനുറ്റ് ഉണ്ടെങ്കിൽ ഒരു മരം മുറിക്കാൻ സാധിക്കും, 2 മണിക്കൂർ കൊണ്ട് അത് ഉരുപ്പടികൾക്ക് പാകത്തിൽ മുറിക്കാനും സാധിക്കും, പക്ഷെ 2മിനിറ്റിൽ മുറിക്കപ്പെടുന്ന മരം അതിനു പാകമായി വരാൻ കുറഞ്ഞത് 2പതിറ്റാണ്ട് എങ്കിലും എടുത്തിട്ടുണ്ടാകും. ചില മരങ്ങൾ 2 നൂറ്റാണ്ട് എങ്കിലും ചിലവാക്കിയിട്ടുണ്ടാകും ഉരുപ്പടികൾക്ക് പാകപ്പെടാൻ... പക്ഷെ നമ്മുടെ സ്വകാര്യ താൽപ്പര്യങ്ങൾക്കായി അത് അതിന്റെ നൂറ്റാണ്ടുകളുടെ പ്രയത്നം ആണ് ത്യജിക്കിന്നത്..  ഇനിയും അതു തുടരും.. പക്ഷേ എത്ര നാൾ കൂടി....",6
നാലു മണിക്ക് കഴിക്കാൻ കൊള്ളാം,6
Wow..superb Chechi...At one glance itself I know it's fingerlickin delicious..Bon voyage Chechi..travel safely..tc,6
"Veena Chechi my ammachi( Amma’s mom) used to make this chicken and I have tried so hard to recreate it but never successful ever....this used to be her specials for Christmas, Easter and birthdays!!!! I miss her so much and you helped me bring back my childhood memories....thank u so much Chechi",6
Ithinayirunu ente kaathiruppu  Ini aaaroke paranjalum Veenechi ittale oru Rasam ullu ,6
"തക്കാളി, പച്ചമുളക്, സവാള, ഒന്നും വേണ്ട..... Simple കറി  വെറുതെ ഇതെല്ലാം വാങ്ങി കാശും കളഞ്ഞു........ സമയവും കളഞ്ഞു",2
Ingane undakiyapol two days adupichu uppumavuu,6
Sooper functn ,6
"Hi Veena, yet another simple but nice and precise video.  I have a question.  Can the paneer pieces be slightly shallow fried?  Would it alter the taste?  I shall be interested to know.  Also which part of Dubai is this? Looks nice.",7
Easy way,2
Chechi...lov u soo much...hope to meet u ...,6
thankyouuu so much ma’am,1
വീണ ചേച്ചി ഇഷ്ട്ടം... എല്ലാം തുറന്ന് പറഞ്ഞതിന്‌ ,6
Nice house...Wish u a Happy New Year in Adv... stay blessed always dear Chechi and Family…,6
Birthday  wishes  2 Avikuttan !!pnne  cake  superayitunduta!!keep going veena! TC! Lots of luv nd prayers!,6
Such a beautiful  family...Feels to be one among them...Stay blessed..,6
Mam നോടുള്ള ഇഷ്ടം എനിക്ക് ഓരോ ദിവസവും കൂടി കൂടി വരുന്നു പറഞ്ഞറിയിക്കാൻ വാക്കുകൾ ഇല്ല I love you mam,4
Happy new year wish you all prosperity in New house,6
3'rd idea kollaam ,3
*ചേച്ചിയെ കാണാൻ മാത്രം എല്ലാം വീഡിയോകളും കാണുന്ന കട്ട ചേച്ചി ഫാൻ ലൈക്‌ അടിക്ക്*,6
Hi chechi edu njagalkkai present cheydu thannadinu thanks andayalum njan edu ennu undakum chechike photo ayachu tharam,1
Thanku,1
"Thank you madam, super",1
Thanku chechiiiii...,1
Chechi Pani anno,6
" Thanks chechi  for this new  dosa receipe Thank you
Thanks a lot",1
Chechi ethil coffee flvr koduthalo.. instant coffee pwdr mix cheyth undakiyal nannakuo??,7
വീണ ചേച്ചി sugaano,6
Love you so much Veena Chechy and familyGod bless,6
Thank you chechiiii ,1
വിശ്വാസം അതല്ലേ എല്ലാം.. ,6
Same apartment il thaamasikkunna paavam njan,6
Tried egg curry.. Nannai..thank u..etra vechalum ok akillarunn.,5
"Very nice recipe, will try soon. How do you clean the oils in the nonstick cookware? It usually doesn't clear away well.",7
Chechyde jasminu സുഖമാണോ..,6
Best wishes...,6
Chechi 1 cup = ------ml??,7
Chechiyude food undakkunnathinekaal  kooduthal enike ishtam oro pazhaya story parayunnathe kelkanane,6
Thanks veena dear mam definitely use full video thanks.,1
ഞാൻ വിചാരിച്ചു പൈനാപ്പിൾ പുളിശ്ശേരി എന്നു പറഞ്ഞപ്പോൾ തന്നെ  അന്നത്തെ ബാക്കി പൈനാപ്പിൾ anennu. ,6
Thank you madam the Onam Sandhya SPL. But      we expect serving  to the order. And happy Onam  mam,1
Wow.. Super.. ,3
Arakallinte mukalil chechide recipe  book irunnu parakunnathu kandavarundoiiii,6
Thank you mam. Your recepies  are very helpfull,1
Yummy..,2
 first meeting hospitalised ayipoyi chechi ne kanathathil sangadatto,6
Notification vannillallo,7
Thanks bro ann request accept cheythathinu,1
അടിപൊളി വീഡിയോ ചേച്ചി .ലാസ്‌റ് സീൻ പൊരിച്ചു .ഒരുപാട് ചിരിച്ചു ,6
Hii even I uses this type of knife fixwell...,6
Thk u for this recipe. Nice dress,1
Camera Menon കാണാൻ സമയം ആയോ .വെയ്റ്റിംഗ്,6
My husband ൻ്റെ വീട്ടിലെ പല ദോശകളിൽ ഒന്ന്.,2
"Veenechi thank you so much , use ful vedio, എനിക്ക് ഉള്ളി മുറിക്ക് പോൾ നല്ലോണം kannunn വെള്ളം വരും ചേച്ചി, ini njan ingane cheyth nokkum",1
"Had seen this recipe in vanitha magazine years back when  u  did flavors of India..(Delhi),.",2
"Ente chechi , chechi oru sambhavamanu keto. Chechi karanam njan ellavarude aduthum star ayi",6
"Excellent preparation, I’ll definitely try this recipe.",2
എനിക്ക് ഒരു ദിവസം  Madam minte കൂടെ യാത്ര ചെയ്യാൻ തോന്നുന്നു കൊതിയാവുന്നു ,6
Superb mam തീർച്ചയായും ട്രൈ ചെയ്യും അടുത്ത വ്ലോഗിനായി വെയിറ്റ് ചെയുന്നു...... ,3
Re-generate nature,6
Thank you chechi....,1
Veedu nannayittunde  ella vida anugrahangalum undavatte God bless you mole always ,6
Muhallabia a verity dessert with orange  ഞാൻ ഉണ്ടാകാറുണ്ട്,7
കരുതിയിരുന്നേൽ ചേച്ചി എന്തായേ..,6
Aha anthass..Lokathinte eth konil poyalum choru thinnille namukkoru sugamilla ,6
Hi Veenechi... Love u...,6
Advance happy Christmas mam God bless you,6
നന്നായിട്ടുണ്ട് Mam .......,3
Chechii potato chips undakumbo mulakupodi last vithariya mathiyo..enganeya,7
Happy b'day avi mon,6
"Hi dear, ",6
My fav sweet,2
"ഇതൊന്നും നമ്മുടെ സന്തോഷ്‌ ജോർജ് കുളങ്ങര ചേട്ടൻ കാണണ്ട, love you ചേച്ചി ",4
All the best Avi..god bless ,6
Ennu enthayalum try cheyyum . Love you chechi,5
"Congrats Jan chettai,Veena chechi,Veena chechi u r very lucky to have a husband like Jan chettai",6
Ee paisa yokke ivarude keesayil alle veezhunnath... Allathe ithrayum views kodukkannavre ivar pariganikkunnundo?,6
Chechi anikku bull's-eye esttamallaaa anta husinu esttanuu avar leavenu varumbol undakki kodukkamm,6
Thanku chachy...what a beautiful house....allam eshtamae...love you so much,6
"Hi,mam it was good and easy to mak, ",2
Haii chechiii.. cauliflower enikkishtaanu. Try cheyyamm,6
WoW beautiful home  chechi ..Happy New year chechi & family God bless you ,6
Wow....super taste atto,2
പാചകത്തിലേറെ എനിക്ക് പ്രിയം നിങ്ങളുടെ വാചകത്തോടാണ് കെട്ടോ,6
ഗൃഹനാഥൻ നല്ലതാണങ്കിൽ എല്ലാ നല്ലതാണ് അതിൽ ചേച്ചി ഭാഗ്യവതിയാണ്,6
സവാള ഗിരി ഗിരി ,6
Adipolithis one is really a visual treat for all viewers...waiting for your next vlog..can you plz show us different mocktail drinks as it is summer in Dubai  ,7
ചേച്ചിയുടെ vlog കാണുമ്പോൾ എന്ത് സന്തോഷം ആണെന്ന് അറിയാമോ. ചേച്ചിയുമായി എന്തോ ഒരു ആത്മ ബന്ധം പോലെ ആയി,3
 *ചേച്ചി ബ്രെഡ് സൂപ്പർ*,2
Kanan nalla rasam,3
ഹോട്ടലിൽ പോയി കഴിക്കണം എന്നു കരുതുന്ന പല വിഭവങ്ങൾ എത്ര സിമ്പിൾ ആയിട്ട ചേച്ചി ഉണ്ടാക്കി തരുന്നെ. ശേരികും കുക്കിങ്ങിൽ നമ്മുടെ അഭിമാനതാരം ,4
Super checiiiiiinganathe knife aanalle kurachu koodi nalladhu... Endhayalum onnu vaanganam ende kayyil valudhaanu ulladhellaam,5
Thanks ചേച്ചി i will try,1
Thank you so much veenachechy...,1
Chechiye kanumbo enthoru Santhoshamanu,6
"Wow veena dear really I was trying this but I didn't know perfect to make ,I understood now thanks Veena dear.",3
നന്നായിട്ടുണ്ട് chechi   oven use ചെയൂന്നവർക്കു useful ആയിരിക്കും,6
Very interesting.thanks mam ,5
Parayadhirikan vayya Jan chettan last paranjadh pollichuu,6
Orange cakerecipeedamo,7
Super chechi Thank you so much   ,5
Nail polish ella akilum nalla nail annu .Nallathaierikkunnu chiken mulgai,6
Nan beef curry undakki. Super. Thanks  love you.,5
Thank you for taking us to  Hallstatt without spending a single penny.....,1
Lengthy videos onnu oru preshnavumilla videosum video cheyyun aalem ishtam ,3
"Avikkuttaaa,  Happy Birthday Monu, GOD BLESS YOU.",6
Hey Chechi and Chettan ....I must say superb home selection ... best wishes and prayers and wish you more and more happiness in ur beautiful home :),6
Hi chechiii... Thanks for this recipe..,1
awesome presentation!!  chechi ,3
"Hai ma'am, thank you for showing our style of fish curry. I am watching.....",1
Yu are such an systematic person..ts clear in yur cooking..love yur vlogs,4
Done second upuma recipe...it’s yummy ,2
Enikku ennodu thanne pucham thonnunnu,6
Checheeeeeeeeee superrrrr mappasu  taste cheyyan njanum varatto xoxo,3
Randu divasam vlog illathe boradichu,3
Happy to see within 1 minute,6
Hi,6
Wishing a very blessed new year ahead,6
Chechy first time i tried cake...and it came out well...tnq so much...,1
Not getting any notification,7
Enthoru style inn vykeet ithu thanne,4
"Mam നല്ല സാരീ, simple and beautiful print ",6
"Happy birthday Avi, God bless you ",6
Bread Omlette my fav,6
"Adiboli, vrtyy healthy",3
Nice,2
chicken fray oru rakshayumillatto,2
"Hello mam, it was nice watching you again  mam de right wrist il there is something  that luks like friendship band....I always see it in ur hand....wat band is that",6
Hi mam next meetup clalicutil aakumo??,7
Theerchayayum undakkum avatharanam athra nalla tha ,4
Veena you are one of the finest Cookery show ever..Keep talking ..lovely to see your friendly chatter..,4
Stay blessed .. Happy new year!!!,6
നമ്മുടെ സിനിചേച്ചി Hi,6
Varutharacha tharavu curry undakuna vedio edamo  madam,7
"Chechi , I just love ur way of presentation. How lucky ur family to have a mother n wife like u . Love u so much ",4
Innu slow aakiyallo...Gud,6
"Lemon juice,  curd onnum ചേർക്കണ്ടേ",7
Thank you. Kaima rice doubt clear aayi eppol,1
REvade telugu alkar coconut edula sugar ett thinula pickle ett thinum,6
ഞാൻ ഇത് വരെ try ചെയ്യാത്ത രണ്ട് വിഭവങ്ങൾ.super,2
"Portugal trip valare nannaidunddu , kude avide  angana expence um kudi paranju pokunnathu nallatha entry fee food expence travel  expence",6
Aha.. easy and looks yummy,2
Chechi paranju tharunna dishes kidu anu...Diwali kku karutha Halwa yum mysore pak um chaithu kazhichavarellam super ayittundennu paranju thanks...chechi ,5
Happy New Year Veena chechi &familyStay blessed and be happy alwyaznice home,6
Hi.njan undakki tto. Valare nannayirunnu. Thank you veena...,1
Thank u veena ...For this yummy pudding ,1
Hi Veena ,6
Chechii video supr....e mudiyude secret ntha..,6
ലക്ഷ്മി ചേച്ചിയുടെ വീഡിയോ മുടങ്ങാതെ കണുന്നവർ ഒരു ലൈക്കടിക്കണേ,6
Enjoy.... ,2
വീണ ചേച്ചി കുക്ക് ചെയുന്നത് കാണുമ്പോൾ തന്നെ അറിയാം ഇത് പൊളിക്കും... എന്തായാലും ഫ്രൈഡേ ഒന്ന് try ചെയ്യണം ,6
Any secret behind these,6
sugamayo vegam sugamavan prarthikam,6
"Beautiful house chechy, may God bless",6
Belated birthday wishes Avi....,6
Gobi 65 cheyithu noki... ,3
"First time I had cooked independently in my life was at the age of 16,n that was chettinadu biriyani.n the receipe I had followed was yours ma'am.u r truely an inspirational women.",4
Ethra channel kendalum,6
"Hai ma'am, watching...",6
Checho njyan innu prepare cheyyan irunnadha... Thanksss innathe dinner idhu thanne,1
Beautifull home.,6
its awesome....thankz for the recipe,5
Chechi I..pretty hand too,4
I like Kottayam curry's.my favorite.,2
Gm veenechi Jaan chettans,6
Aathus choriyal ,6
"This is what I expect from you Veena, good, keep going.",4
thank you Chechy ,1
പിന്നെ ആദ്യത്തെ വ്ലോഗ് ചക്ക വിഡീയോ ചേച്ചി തുടങ്ങുബോൾ ഞങ്ങൾക്കും ചേച്ചിയെ ഇത്ര അടുത്ത് അറിയില്ല .,6
Thank me later...,6
Veena you are simply great   I prepared this . It came out very well .Super taste .God bless,2
Thank you വീണ,1
So filling and tasty ,2
Pinne kure days ay enik thoniyatha aviye kanumbol dhruv vikram ne pole und vere arkengilum angne thoniyenkil like adiku,6
Yummy Chicken recipe dear Veena......,2
Jan chettan chirippichu kollullo..,6
Was waiting for this chechi ,6
I try it tdy for my husband,6
Thank u chechi...,1
Ennathe snack ethu udakkam,6
Veenachechi aarelum sampathikamaayi sahaayikkarundo,6
My fvrtthanks dear,1
Iam watching your videos to see behind the scenes.anyway easy breakfast recipe.thanks Chechi.,5
Good Thank u man,1
Thank you Veena...bread recipe excellent....tried today...good result ...,5
Chechyyyy firsteeeee,6
Chechi I had made it last weekend my first time ever... came out soft thank God !! His mom brought it here few years ago!! Ipozha dhairyam vanne..,6
mam,6
One pees tharoo,6
and understanding. ,4
Merry Xmas dears ,6
ചേച്ചി എന്റെ പെങ്ങൾ aayirunenkill അവനെ ഞാൻ നാട് kadathiyaenae,6
Happy birthday Avi kuttaa....,6
Your new kitchen is missing the silver button . Waiting for the unboxing video ,7
Mamnte molle njan kandooloooo...nalla monjathyaaa...wedding vedio kandu...,6
Hai veena.... roasted vegetables ( in pan) recipe idamo.  Kure naal aayi request cheyyunu.,7
Thank you Veenechiii ,1
ചേച്ചിനേ പോലെ തന്നെ ഞാനും ആദ്യമായിട്ടാ ഇത്രയും ചെറിയത്താറാവുകൾ വെള്ളത്തിൽ നീന്തണ തു കാണുന്നത്.പിന്നെ ഡ്രസ്സ് കലക്കീട്ടോ.....,6
Puthiya veedu kollaam chechi. Kitchen . Kodungallur temple miss cheyunnu...,6
Wow super chechy...ithepole simple tasty receipes idane chechy...love you,5
Adipoly simple pudding njanum undakum,2
Happy birthday avi,6
Thank uuuuuuu ,1
Hi ചേച്ചി enike nottification varunnilllalo,6
thankuuuuuu......checheee....ethra tnx prnjalum maadiyavillahpy bdy aviiiii,5
Madam jelly പോലെ texture ഉള്ള കിണ്ണത്തപ്പം റെസിപ്പി ഇടണേ ,7
"Chechi pls show us like this daily prepared recipes for breakfast, lunch dinner",7
മൻ ചട്ടി മയക്കിയെടുക്കുന്നതെങ്ങനെന്നു ഒരു  വീഡിയോ ഇടാമോ?,7
Prestige hob good ano stove ethanu,7
Saree sooo cute... nice recipe,5
Daily in my life idumo,4
Piravom side l olan undakumbol mathan andachinga payar idilla ennu thonnunnu... ,7
Thank u.... love u....,1
ചിക്കൻ കൊണ്ടാട്ടം ഒന്ന് പറഞ്ഞു തരുമോ,6
Happy birthday Avimone.Ellavarkkum nallathumathram varatte.,6
Photoil enth chundariya!!,6
Chechii super...ee bread ethra divasam use cheyyam?,7
Always while watching your videos whenever i get questions in mind that instant you come up with reply..hence i love ur channel... . Eg. Can i use wheat flour instead of maida.. Then i had this question in mind that if i don't have unniappam chatti then how to do..,7
Tasty undakki nokkanam,2
I used make this with kuboos too...,7
First comment.. ... Happy Christmas in advance chechi..,6
kodungallur ,6
First Twins Vlog in Malayalam !!! Pls do watch & Support ,6
Nice എല്ലാ കൂട്ടുകാരും എന്റെ ചാനൽ കൂടി കാണുമല്ലോ അല്ലേ?ഇഷ്ടമായാൽ സപ്പോർട്ട് ചെയ്യണേ !,6
"അട പ്രഥമന്‍ , പാല്‍പ്പായസം , സേമിയോ പായസം.....ഇത് മൂന്നുമാണ് എന്‍റെ ഇഷ്ടപെട്ട പയസങ്ങള്‍........ഇത് കാണുന്ന മിക്കവാറും കൂട്ടുകാര്‍ക്കും ഇത് തന്നെയായിരിക്കും പയസങ്ങളില്‍ കൂടുതല്‍ ഇഷ്ടം........അല്ലെ ചങ്ങായിമാരെ.......",6
I am loving these types of recepies....thank you ,1
Veenayude beauty tips parayumo,7
Simple and easy recipe.Thank you chechi,5
Njan jan chettante adutha thamasikunathu,6
Rainbow കാണാൻ നല്ല ഭംഗി ഉണ്ട് ചേച്ചി ,6
"Hi mam, I'm so late ",6
HAPPY NEW YEAR.,6
Eeth jeerakaman cherthad,7
ഇനി ജാൻ ചേട്ടന്റെ വാക്കുകൾ കേൾക്കാൻ ആഗ്രഹം ഉണ്ട് . സിനിമയിൽ മാത്രമല്ല ജീവിതത്തിലും ഹീറോസ് ഉണ്ടെന്നു തെളിയിച്ചു,6
Hai.....madam..thank you so much   .,1
Valare. Ubagaram. Ulla. വീഡിയോ ths. ചേച്ചി,3
Enikke sathyathil Bhayankera santhoshem thonnunnu.Athreye pareyanullu.Allthe best,4
Thanks for uploading vattayappam. I was waiting for this video.,1
"hi veena chechi, thank you . enikum padarunnnu cheruthaki ariyan.ini ithupole cheiyamallo",6
My fvrt,6
Thanks Veena.God bless you and your family,1
Sugalle dears ,6
Chechiyodulla isttam 1 million ayi tto enik,4
Woww... :) Yummy looking...we will make ... insha'Allah ...lots of love to u mam. .. from me n my lil one who is always loving to watch recipe videos from u,3
Thanks again chechi for your simple and powerful healthy  recipe ,1
Njn new subscriber aan,6
Ente channel onn subscribe cheyyuoo,6
Happy birthday Avi kutta. God bless you dear,6
Spr  ayittund chechi,3
A VERY HAPPY NEW YEAR,6
Veena chechi n jann chetta  Happy Valentine's day .Super unniappam ,6
Shoooo... മനുഷ്യനെ കൊതിപ്പിക്കാനായിട്ട് ,6
Veena sometimes I feel  u and Jan are still in honeymoon . I like the way u are talking. May God bless ur family,6
College il enta friend kondu varumayirunnu. Kathirunna item.. thanks Chechi ,1
"Chikken recipie adipoli,ammane kanunathinte happy athu onu verethanneyanu chechi,very good,unnikal illathe pokubolum vishama,",6
Chechii...looks yummy...ur talking makes me feeling so happy n relaxed  ....i tried ur egg biriyani recently...it came out excellent...always watching ur videos...make me to love cooking...god bless,2
നമ്മുടെ കുഞ്ഞടുക്കളയിലെ കത്തിയും കൊണ്ട് പോയാ .... ചേച്ചി .bread aaaahhaaa adipoly arunnu,2
Awesome recipe! Looks very delicious!,2
പാലപ്പത്തിന്റെ കൂടെ അടിപൊളിയായിരിക്കും.. Super ..,2
Happy valentines day   ,6
Endu rasavaaa chechide varthanam kelkaan.... samayam pokunnath arinjilllla. U r awesome,4
"Vienna market...so colourful and enticing....superb...just like the fragrant lavender, fresh pears and green magnolia, u too look very fresh and pleasant ",6
I already bought ada.. Will try this easy  adapradaman soon,6
Super ,3
Thank u ചേച്ചി ,1
Ee video kudi kanditt vnm uchak mutta biriyani undakkan,6
parvathy  undennu paranjapol eppol engilum onnukanan pattum ennu vicharichu kanan othiri estamanu,6
Hiii,6
maminte Voice oru rakshayumill ,4
ഒരു വ്യത്യസ്ത വിഭവം.ഇതുവരെ ഞാൻ ചെയ്തിട്ടില്ല.ഇനി ഉറപ്പായും ചെയ്യും.ഒരുപാട് നന്ദി ലക്ഷ്മി ചേച്ചി.....,1
നാട്ട് കാര് കുടുംബക്കാര് കല്ലി വല്ലി. ജീവിക്കാൻ പണമുണ്ടെങ്കി കൂൾ സീൻ,6
Super chechi I LOVE it very super chechi ,5
Superb!!!   1 doubt... Condensed milk endinu pakaramaaytaanu chilar cake recipes io use cheyyunnatenu parangu taraamo??,7
കിടു places..... waiting fr d suspense,6
Thank you so much for sharing the picturesque town. You guys rock. Njoy!,1
Ithu adipoli aanallo chechii...innu thanne try cheyum,6
ഇതാ മറ്റേ ചേച്ചിയല്ലേ,6
https://www.manoramaonline.com/homestyle/spot-light/2019/10/31/lekshmi-nair-house-in-kochi-celebrity-home.html,6
Thanks veenechee... Njan adyayita enganoru recipe kanune. Njanendhayalum eth try cheythit baaki parayato...,1
My sincere thanks ma'am.,1
First comment,6
30th comment,6
Thanks for the video Chechy.,1
chechiyude simplicity..explaining each and everything....Love you chechi..,4
Join food group https://chat.whatsapp.com/Bb43yfsQN5OKoHeDLE5WoE,6
The best thing I like about your videos is the ingredients list in the description box..We can check what ingredients need to be there or if we  need a shopping.,3
Super   . Thanks for video.. chechii,5
Easy way,2
Hii.. Veenechi.. Super ayitundu Chechi Plum cake recipe onnu idamo plz.. plz..,7
"Chechi pudding super, ethu pudding undakunnenum cornflour use chaithal madyo instead of gelatin and agar agar, taste kittumo?",7
Ma'am choodarumbol muttayude smell verille...???,7
"Ur presentation,  thats more sweet than payasam.. no doubt.",4
Get new receipes from mom,6
ലക്ഷ്മി ചേച്ചിയെ കാണുമ്പോൾ തന്നെ ഒരു പോസിറ്റീവ് എനർജി ഫീൽ ചെയ്യുന്നു എന്നു തോന്നുന്ന  കട്ടഫാൻസ്‌ ലൈക്ക് അടിച്ചേക്കു ഇവിടെ,6
Super..theerchayayum trycheyum ... thank you so much mam....,5
Tasty and easy recipe try cheyyam  chechide recepie nokkiya cook cheyyarullath,2
Beautiful......വളരെ മനോഹരം....നേരിൽ  കണ്ട  പോലെ .....,6
Njangal uppumavil coconut cherkilla.  Enthayalum try cheyate,7
Wow.  Super..  I tried your paneerbutter masala.  Super ayirunu.hotel likitunekal tasy... Thank u chechi,5
Njanum kalichu,6
Chechi tried this... Thank you! ,1
"Saranailla,,yeathu first aaya entha  ellam perfect nice",2
"എന്നാലും ഇത്രയും  ദുഃഖം  ഉള്ളിൽ  വെച്ചായിരുന്നല്ലോ ,,പാചകം  പരിചയപ്പെടുത്തിയത് ,,,,ബോൾഡ് ആയി   വീണ സിസ്റ്റർനു   ആശംസകൾ",6
Thanks a lot for this yummy recipe,1
ovanilla chechi.nammalkk cheenachatti thanne sharanam,6
Happy new year ,6
Ithil cheriya maatam varuthiyal ente Amma vekkunna meen Curry aayi chechii...ithum try cheyam ,6
Many many happy returns of the day dear Avikkutta,6
Good presentation,3
Super Dosa ,2
Sadhya style soya pottatto masala undakamo madam,7
Adipoli. Nale thanne try cheyyum.,2
Mia kitchen ന്റെ ഇടണേ,6
Mam wkly twice aano video upload cheyyunne..Thursday and Sunday..,7
Being a Beginner in cookery so useful recipe ma'am.. Thank you n keep going..like to explore more taste from LN vlogs ,1
ഞാൻ  ഉണ്ടാകി ചേച്ചി സൂപ്പർ ആയിട്ടുണ്ട്      Thanks  ചേച്ചി ,1
Waiting for your next delesious recipes ,6
Hai veena veendum  oru simple and humble recepie..thank you so much dear...,5
Thks chechi ente brotherinte monk mutta potathe kitanam illeghil avan kazhikilla  ente baabik kanich kodukateta🤩,5
Yum yum yummy recipe !! ,2
Awesome ,3
Wonderful video,3
ഞാൻ കപ്പലണ്ടി ഒന്ന് കഴുകി വെള്ളം കളഞ്ഞു അതിൽ ഉപ്പിട്ട് പിന്നെ ഓവനിൽ ആണ് ഉണ്ടാക്കുന്നത്. Perfect ആയി കിട്ടും.,7
Enthayalum try cheyya too Chechi ,6
Hii veenechii i tried it today it was so tasty,6
Thank you so much !!,1
"Othiri thx chechy, oru pad superrr foods .. simple ayie cook cheyan padichu..... Love you so much.....",5
Pandathe actress look (intro) ,4
"Soooper,,,,ee unniyapathindea chearuvakal allaam veetilund, anthayaalum undaakum,,",3
Ammeye pole thanne second nonstic panum beautiful,6
ചേച്ചി കുറുക്കു കാളൻ റെസിപ്പി ഇടുമോ pls,7
easy recipe tnku,2
Veena chechii I was waiting for this recipe. sangadi Kanan usharayittund. Pinapple is my favorite too. Will definitely try ,6
 kathirunna recipe,2
Veenachechiii receipe super anuto,2
Keep at it,6
Iniyum kuree try cheyyanund..,6
"പാചകം കാണിക്കുമ്പോൾ മനസ്സിൽ വല്ലാത്ത സന്തോഷം തോന്നുന്നു, നമുക്ക് ഏറ്റവും വേണ്ടപ്പെട്ട ആരുടെയോ വീട്ടിലെ അടുക്കളയിൽ നിൽക്കുന്നത് പോലുള്ള ഫീൽ,",6
Tried this recipe this week....came out very well...Still cant forget the taste...Thank u Veenaaa...Keep up the d work...,5
Mom live comments ayakkn kazhiyunnilla...,7
Than k u chechi..,1
So tempting. .,6
Anu molkku onnum vagiyille????? ,6
Chechi u have a romantic and sexy voice.... Correct?,6
Enjoyed Jan chettan's commentary .,6
"Dear veena, cake super....undakkiyittu result parayamtto. Ippol thanne share cheyyunnu...",6
ഹായ് ചേച്ചി കാണാനില്ലായിരുന്നല്ലോ... സുഖമാണോ,6
Madam Enjoy. Very happy to see you.,6
Hiiiii was waiting for this,6
Thank you again.,1
It's really mouth watering,3
Wow...... ,3
Happy Xmas & Happy New year Veena and family,6
Njan ee bread undaki...nalla soft aayi kitti....othiri santhosham thonni... Adyamai aanu njan undakkuna bread  perfect aayi kittunnathu....ee perfect bread recipe kku oru special thanks 🤝undu keto..,5
Love u veenechi ,4
I am very curious to watch your next video.  You are a blessed person. Make all mothers happy. Keep it up . ,7
Which brand of eyeliner r u using ? It's good...,6
Hpy bdy avi kutta .chechi sausage receipe video cheiyumo?,5
Kottayam meen curryum kappayum aanu super combination ... Thanx a lot for the wonderful tasty recepie,1
Such a beautiful place mam:),6
Very nice receipe. Thank you mam..,5
Ente ketyonum kuttyolkum nn illandaypokum...at adipoli aakeen...chechide e talking styl an nammakkishtam...happy brthday avikuttaaaa,6
സൂപ്പർ ചേച്ചി ,4
Chechi eggless cake recipes idamo ..,7
Happy new year and congratulations for the new home....Have a blessed year....Ithu dubai il evideya?,6
Happy b'day aviii...,6
Flooring il  use ചെയ്തത് ഏതാണ്,6
thankyou ചേച്ചി....,1
Veena ,6
വീണചേച്ചി  ishttam... എല്ലാം  തുറന്നുപറഞ്ഞതിന്... ദൈവം  എന്നും കൂടെയുണ്ടാകട്ടെ.... ഒരു  കരുത്തായിട്ട്... താങ്ങായിട്ട്... തുണയായിട്ട്.. ,6
I tried Tomato chicken rice. It was good. I  shared this food to my relatives  . Good comments from them also. Thank you for ur recipe.,6
Yummy pudding,2
